Name,Gender,Rating Value,Rating Count,Main Accords,Perfumers,Description
L'eau des Hesperides Diptyquefor women and men,for women and men,3.85,548,"['citrus', 'green', 'aromatic', 'fresh spicy', 'fresh', 'herbal', 'woody']",['Olivier Pescheux'],"L'eau des HesperidesbyDiptyqueis a Aromatic fragrance for women and men.L'eau des Hesperideswas launched in 2008. The nose behind this fragrance is Olivier Pescheux. Top notes are Bitter Orange, Grass, Petitgrain, Mandarin Orange, Rosemary, Lemon, Caraway and Pepper; middle notes are Mint and Floral Notes; base notes are Immortelle, Musk and Cedar."
Eau Mage Diptyquefor women and men,for women and men,4.34,64,"['amber', 'musky', 'woody', 'powdery', 'citrus', 'animalic', 'rose']",['Fabrice Pellegrin'],"Eau MagebyDiptyqueis a Floral Woody Musk fragrance for women and men.Eau Magewas launched in 2011. The nose behind this fragrance is Fabrice Pellegrin. Top notes are Tangerine and Rose; middle notes are Ambergris, Spicy Notes and Caraway; base notes are Cashmeran, Musk and Cypriol Oil or Nagarmotha."
Particuliere Eau Parfume Diptyquefor women and men,for women and men,4,25,"['green', 'musky', 'aromatic', 'powdery', 'fresh spicy', 'rose', 'iris', 'citrus', 'amber', 'woody']",['Olivier Pescheux'],Particuliere Eau ParfumebyDiptyqueis a Floral Green fragrance for women and men.Particuliere Eau Parfumewas launched in 2011. The nose behind this fragrance is Olivier Pescheux.
Kyoto Diptyquefor women and men,for women and men,3.94,437,"['rose', 'earthy', 'woody', 'aromatic', 'amber', 'smoky', 'balsamic', 'floral', 'warm spicy', 'green']",['Alexandra Carlin'],KyotobyDiptyqueis a Floral fragrance for women and men.Kyotowas launched in 2021. The nose behind this fragrance is Alexandra Carlin.
Venise Diptyquefor women and men,for women and men,4.07,116,"['aromatic', 'green', 'fresh spicy', 'woody', 'earthy']",['Cecile Matton'],VenisebyDiptyqueis a Woody fragrance for women and men.Venisewas launched in 2021. The nose behind this fragrance is Cecile Matton.
Sicily Dolce&Gabbanafor women,for women,4.09,"4,217","['white floral', 'fruity', 'fresh spicy', 'powdery', 'floral', 'sweet', 'citrus', 'musky', 'woody', 'green']",['Nathalie Lorson'],"SicilybyDolce&Gabbanais a Floral Aldehyde fragrance for women.Sicilywas launched in 2003. The nose behind this fragrance is Nathalie Lorson. Top notes are Banana, Honeysuckle, Orange Blossom, Bergamot and Aldehydes; middle notes are Nutmeg, Jasmine, Hiacynth, Hibiscus and Rose; base notes are Musk, Sandalwood and Heliotrope."
Dolce&Gabbana Dolce&Gabbanafor women,for women,3.99,"4,699","['aromatic', 'floral', 'fresh', 'white floral', 'aldehydic', 'citrus', 'fresh spicy', 'warm spicy', 'woody', 'vanilla']","['Jean-Pierre Mary', 'Martine Pallix']","Dolce&GabbanabyDolce&Gabbanais a Floral Aldehyde fragrance for women.Dolce&Gabbanawas launched in 1992. Dolce&Gabbana was created by Jean-Pierre Mary and Martine Pallix. Top notes are Aldehydes, Basil, Citruses, Ivy, Mandarin Orange, Freesia and Bergamot; middle notes are Carnation, Marigold, Coriander, Orange Blossom, Lily, Jasmine, Bulgarian Rose and Lily-of-the-Valley; base notes are Sandalwood, Vanilla, Musk and Tonka Bean."
Dolce&Gabbana Pour Femme Dolce&Gabbanafor women,for women,4.01,"6,816","['sweet', 'powdery', 'vanilla', 'fruity', 'white floral', 'citrus']","['Jean-Pierre Mary', 'Martine Pallix']","Dolce&Gabbana Pour FemmebyDolce&Gabbanais a Floral fragrance for women.Dolce&Gabbana Pour Femmewas launched in 2012. Dolce&Gabbana Pour Femme was created by Jean-Pierre Mary and Martine Pallix. Top notes are Raspberry, Neroli and Mandarin Orange; middle notes are Orange Blossom and Jasmine; base notes are Marshmallow, Vanilla, Sandalwood and Heliotrope."
D&G Feminine Dolce&Gabbanafor women,for women,3.99,"1,126","['floral', 'powdery', 'white floral', 'musky', 'woody', 'yellow floral', 'fresh', 'vanilla', 'sweet', 'aquatic']","['Max Gavarry', 'Nathalie Lorson']","D&G FemininebyDolce&Gabbanais a Floral Woody Musk fragrance for women.D&G Femininewas launched in 1999. D&G Feminine was created by Nathalie Lorson and Max Gavarry. Top notes are Mimosa, Water Lily, Cyclamen and Mandarin Orange; middle notes are Lily, Wisteria, Heliotrope, Ylang-Ylang and Jasmine; base notes are Musk, Cashmere Wood, Vanilla and Sandalwood."
D&G Masculine Dolce&Gabbanafor men,for men,4.19,571,"['aromatic', 'citrus', 'green', 'fresh spicy', 'woody', 'white floral', 'musky']",['Max Gavarry'],"D&G MasculinebyDolce&Gabbanais a Woody Aromatic fragrance for men.D&G Masculinewas launched in 1999. The nose behind this fragrance is Max Gavarry. Top notes are Bergamot and Petitgrain; middle notes are Orange Blossom, Clary Sage, Basil, Mint, Jasmine and Caraway; base notes are Teak Wood, Vetiver, Cedar, Musk and Fig Leaf."
D&G Anthology La Lune 18 Dolce&Gabbanafor women,for women,3.78,"1,791","['white floral', 'green', 'animalic', 'tuberose', 'powdery', 'leather', 'musky', 'fruity', 'citrus', 'woody']",['Jean-Michel Duriez'],"D&G Anthology La Lune 18byDolce&Gabbanais a Chypre Floral fragrance for women.D&G Anthology La Lune 18was launched in 2009. The nose behind this fragrance is Jean-Michel Duriez. Top notes are Red Apple, Green Notes and Bergamot; middle notes are Lily, Tuberose and Rose; base notes are Leather, Musk, Orris Root and Sandalwood."
D&G Anthology La Roue de La Fortune 10 Dolce&Gabbanafor women,for women,3.89,"1,567","['white floral', 'vanilla', 'patchouli', 'warm spicy', 'amber', 'sweet', 'woody', 'tuberose', 'fruity', 'earthy']",['Aurélien Guichard'],"D&G Anthology La Roue de La Fortune 10byDolce&Gabbanais a Amber Floral fragrance for women.D&G Anthology La Roue de La Fortune 10was launched in 2009. The nose behind this fragrance is Aurélien Guichard. Top notes are Pineapple, Pink Pepper and Green Notes; middle notes are Gardenia, Tuberose and Jasmine; base notes are Patchouli, Benzoin, Vanille and Iris."
L'Imperatrice Limited Edition Dolce&Gabbanafor women,for women,3.83,"1,675","['floral', 'ozonic', 'fruity', 'aquatic', 'rose', 'fresh', 'sweet', 'musky', 'powdery']",['Nathalie Lorson'],"L'Imperatrice Limited EditionbyDolce&Gabbanais a Floral Fruity fragrance for women.L'Imperatrice Limited Editionwas launched in 2020. The nose behind this fragrance is Nathalie Lorson. Top notes are Watermelon and Strawberry; middle notes are Pink Peony, Damask Rose, Magnolia and Cyclamen; base notes are Musk, Woody Notes, Sandalwood and Smoke."
Devotion Dolce&Gabbanafor women,for women,4.03,"4,591","['vanilla', 'sweet', 'white floral', 'powdery', 'lactonic', 'rum', 'citrus']",['Olivier Cresp'],"DevotionbyDolce&Gabbanais a Amber Vanilla fragrance for women. This is a new fragrance.Devotionwas launched in 2023. The nose behind this fragrance is Olivier Cresp. Top note is Candied Lemon; middle notes are Panacotta, Orange Blossom and Rum; base note is Vanilla."
DGVIB3 Eau de Parfum Dolce&Gabbanafor women and men,for women and men,2.55,20,"['vanilla', 'lavender', 'powdery', 'aromatic', 'sweet']",['Aurélien Guichard'],DGVIB3 Eau de ParfumbyDolce&Gabbanais a Amber Fougere fragrance for women and men. This is a new fragrance.DGVIB3 Eau de Parfumwas launched in 2023. The nose behind this fragrance is Aurélien Guichard. Top note is Lavender; middle note is Vanilla; base note is Amber.
Dolce Blue Jasmine Dolce&Gabbanafor women,for women,3.72,157,"['white floral', 'woody', 'fruity', 'sweet', 'floral']",['Alexandra Carlin'],Dolce Blue JasminebyDolce&Gabbanais a Floral Fruity fragrance for women. This is a new fragrance.Dolce Blue Jasminewas launched in 2024. The nose behind this fragrance is Alexandra Carlin. Top note is Fig; middle note is Jasmine Sambac; base note is Cedarwood.
Dolce Floral Drops Dolce&Gabbanafor women,for women,3.7,"1,012","['floral', 'fruity', 'fresh', 'green', 'aquatic', 'musky', 'woody', 'yellow floral', 'powdery']","['Jean-Marc Chaillan', 'Laurent Le Guernec']","Dolce Floral DropsbyDolce&Gabbanais a Floral fragrance for women.Dolce Floral Dropswas launched in 2015. Dolce Floral Drops was created by Jean-Marc Chaillan and Laurent Le Guernec. Top notes are Apple, Neroli, Papaya flower and Peach; middle notes are Water Lily, Narcissus and Amaryllis; base notes are Musk, Cashmere Wood and Sandalwood."
Dolce Garden Dolce&Gabbanafor women,for women,3.93,"3,692","['floral', 'coconut', 'vanilla', 'sweet', 'tropical', 'almond', 'lactonic', 'nutty', 'citrus', 'fruity']",['Violaine Collas'],"Dolce GardenbyDolce&Gabbanais a Floral Fruity Gourmand fragrance for women.Dolce Gardenwas launched in 2018. The nose behind this fragrance is Violaine Collas. Top notes are Magnolia, Neroli and Mandarin Orange; middle notes are Coconut, Frangipani and Ylang-Ylang; base notes are Vanilla Absolute, Almond Milk and Sandalwood."
Dolce Lily Dolce&Gabbanafor women,for women,3.57,478,"['citrus', 'tropical', 'fruity', 'sweet', 'fresh', 'musky', 'rose', 'powdery', 'aromatic', 'fresh spicy']","['Natalie Gracia-Cetto', 'Nisrine Bouazzaoui Grillié']","Dolce LilybyDolce&Gabbanais a Floral Fruity fragrance for women. This is a new fragrance.Dolce Lilywas launched in 2022. Dolce Lily was created by Natalie Gracia-Cetto and Nisrine Bouazzaoui Grillié. Top notes are Passionfruit, Lemon and Bergamot; middle notes are Rose and Pink Lily; base notes are Musk, Vanilla and Sandalwood."
Dolce Peony Dolce&Gabbanafor women,for women,3.86,"1,026","['floral', 'fresh', 'fruity', 'sweet', 'rose', 'honey']",['Christophe Raynaud'],"Dolce PeonybyDolce&Gabbanais a Floral Fruity Gourmand fragrance for women.Dolce Peonywas launched in 2019. The nose behind this fragrance is Christophe Raynaud. Top notes are Pear, Cyclamen, Bergamot and Pink Pepper; middle notes are Peony, Freesia and Bulgarian Rose; base notes are Mirabelle, Honey, Ambroxan and Patchouli."
Dolce Shine Dolce&Gabbanafor women,for women,3.69,"1,036","['white floral', 'fruity', 'sweet', 'tropical', 'ozonic', 'tuberose', 'citrus', 'aldehydic', 'salty', 'woody']",['Marie Salamagne'],"Dolce ShinebyDolce&Gabbanais a Floral Fruity fragrance for women.Dolce Shinewas launched in 2020. The nose behind this fragrance is Marie Salamagne. Top notes are Mango, Quince and Grapefruit; middle notes are Solar Notes, Ozonic notes, Tuberose, Sea Salt, Jasmine and Orange Blossom; base notes are White Musk, Australian Sandalwood and White Woods."
Dolce Violet Dolce&Gabbanafor women,for women,3.7,354,"['fruity', 'powdery', 'woody', 'soft spicy', 'fresh', 'aromatic', 'floral', 'violet', 'green', 'musky']",['Emilie Bevierre-Coppermann'],"Dolce VioletbyDolce&Gabbanais a Floral Fruity fragrance for women. This is a new fragrance.Dolce Violetwas launched in 2023. The nose behind this fragrance is Emilie Bevierre-Coppermann. Top notes are Cassis, Cyclamen and Mandarin Orange; middle notes are Black Currant, Violet and Pear; base notes are Musk, Madagascar Vanilla and Sandalwood."
Lemon Dolce&Gabbanafor women and men,for women and men,3.56,131,"['citrus', 'aromatic', 'fresh spicy', 'woody']",['Jérôme Epinette'],"LemonbyDolce&Gabbanais a Citrus fragrance for women and men.Lemonwas launched in 2020. The nose behind this fragrance is Jérôme Epinette. Top notes are Sicilian Lemon, Calabrian bergamot and Petitgrain; middle note is Ginger; base note is Haitian Vetiver."
Orange Dolce&Gabbanafor women and men,for women and men,3.73,125,"['citrus', 'fresh spicy', 'aromatic', 'white floral', 'green', 'powdery', 'sweet', 'amber', 'iris']",['Jérôme Epinette'],"OrangebyDolce&Gabbanais a Citrus fragrance for women and men.Orangewas launched in 2020. The nose behind this fragrance is Jérôme Epinette. Top notes are Sicilian Orange and Calabrian bergamot; middle notes are Basil and Orange Blossom; base notes are Amber, Iris and Musk."
Pineapple Dolce&Gabbanafor women and men,for women and men,3.88,370,"['sweet', 'fruity', 'citrus', 'vanilla', 'tropical', 'amber', 'white floral', 'fresh', 'animalic', 'floral']",['Marie Salamagne'],"PineapplebyDolce&Gabbanais a Floral Fruity fragrance for women and men.Pineapplewas launched in 2020. The nose behind this fragrance is Marie Salamagne. Top notes are Pineapple and Sicilian Mandarin; middle note is Jasmine Sambac; base notes are Vanilla Absolute, Ambergris, Orchid and Tobacco."
K by Dolce & Gabbana Dolce&Gabbanafor men,for men,3.59,"2,991","['aromatic', 'citrus', 'woody', 'fresh spicy', 'warm spicy', 'fresh', 'lavender']","['Daphné Bugey', 'Nathalie Lorson']","K by Dolce & GabbanabyDolce&Gabbanais a Woody Aromatic fragrance for men.K by Dolce & Gabbanawas launched in 2019. K by Dolce & Gabbana was created by Daphné Bugey and Nathalie Lorson. Top notes are Juniper Berries, Citruses, Blood Orange and Sicilian Lemon; middle notes are Pimento, Lavender, Clary Sage and Geranium; base notes are Vetiver, Cedar and Patchouli."
K by Dolce & Gabbana Eau de Parfum Intense Dolce&Gabbanafor men,for men,3.62,254,"['leather', 'fruity', 'sweet', 'animalic', 'woody', 'smoky', 'citrus']",['Daphné Bugey'],K by Dolce & Gabbana Eau de Parfum IntensebyDolce&Gabbanais a fragrance for men. This is a new fragrance.K by Dolce & Gabbana Eau de Parfum Intensewas launched in 2024. The nose behind this fragrance is Daphné Bugey. Top notes are Blood Orange and Sicilian Lemon; middle notes are Fig and Saffron; base notes are Leather and Woody Notes.
Light Blue Dolce&Gabbanafor women,for women,3.84,"29,708","['citrus', 'woody', 'fresh', 'fruity', 'aromatic', 'musky', 'powdery', 'green']",['Olivier Cresp'],"Light BluebyDolce&Gabbanais a Floral Fruity fragrance for women.Light Bluewas launched in 2001. The nose behind this fragrance is Olivier Cresp. Top notes are Sicilian Lemon, Apple, Cedar and Bellflower; middle notes are Bamboo, Jasmine and White Rose; base notes are Cedar, Musk and Amber."
Light Blue Eau Intense Dolce&Gabbanafor women,for women,4.13,"4,390","['citrus', 'musky', 'fresh', 'fruity', 'aromatic', 'amber', 'powdery', 'woody', 'white floral', 'green']",['Olivier Cresp'],Light Blue Eau IntensebyDolce&Gabbanais a Floral Fruity fragrance for women.Light Blue Eau Intensewas launched in 2017. The nose behind this fragrance is Olivier Cresp. Top notes are Lemon and Granny Smith apple; middle notes are Jasmine and Marigold; base notes are Musk and Amberwood.
Light Blue Eau Intense Pour Homme Dolce&Gabbanafor men,for men,4.14,"7,990","['aromatic', 'citrus', 'marine', 'fresh spicy', 'woody', 'salty', 'musky', 'aquatic', 'amber']",['Alberto Morillas'],Light Blue Eau Intense Pour HommebyDolce&Gabbanais a Woody Aquatic fragrance for men.Light Blue Eau Intense Pour Hommewas launched in 2017. The nose behind this fragrance is Alberto Morillas. Top notes are Grapefruit and Mandarin Orange; middle notes are Sea water and Juniper; base notes are Musk and Amberwood.
Light Blue Escape to Panarea Dolce&Gabbanafor women,for women,4.03,823,"['sweet', 'white floral', 'citrus', 'fruity', 'amber', 'vanilla', 'aromatic', 'aquatic', 'animalic', 'musky']",['Olivier Cresp'],"Light Blue Escape to PanareabyDolce&Gabbanais a Floral Fruity fragrance for women.Light Blue Escape to Panareawas launched in 2014. The nose behind this fragrance is Olivier Cresp. Top notes are Pear and Bergamot; middle notes are Jasmine and Orange Blossom; base notes are Tonka Bean, White Musk and Ambergris."
Light Blue Forever Dolce&Gabbanafor women,for women,3.83,"1,155","['citrus', 'white floral', 'musky', 'woody', 'fruity', 'powdery', 'animalic', 'fresh']",['Olivier Cresp'],"Light Blue ForeverbyDolce&Gabbanais a Floral Fruity fragrance for women.Light Blue Foreverwas launched in 2021. The nose behind this fragrance is Olivier Cresp. Top notes are Lemon, Blood Orange and Green Apple; middle notes are Orange Blossom and White Flowers; base notes are White Musk, Cedar and Cashmeran."
Light Blue Forever pour Homme Dolce&Gabbanafor men,for men,4.31,"3,004","['citrus', 'ozonic', 'aromatic', 'fresh spicy', 'woody']",['Shyamala Maisondieu'],"Light Blue Forever pour HommebyDolce&Gabbanais a Woody Aquatic fragrance for men.Light Blue Forever pour Hommewas launched in 2021. The nose behind this fragrance is Shyamala Maisondieu. Top notes are Grapefruit and Bergamot; middle notes are Ozonic notes and Violet Leaf; base notes are Java vetiver oil, White Musk and Patchouli."
Light Blue Italian Love Dolce&Gabbanafor women,for women,3.96,504,"['woody', 'musky', 'citrus', 'powdery', 'aromatic', 'fresh', 'floral', 'fruity', 'warm spicy']",['Olivier Cresp'],"Light Blue Italian LovebyDolce&Gabbanais a Woody Aromatic fragrance for women. This is a new fragrance.Light Blue Italian Lovewas launched in 2022. The nose behind this fragrance is Olivier Cresp. Top notes are Italian Lemon and Granny Smith apple; middle notes are Ambrette (Musk Mallow), Jasmine Sambac and White Rose; base notes are Sandalwood, White Musk, Virginia Cedar and Amber."
